字號	字	攝	聲調	韻目	字母	開合	等第	清濁	上字	上字聲母	上字韻母	下字	下字聲母	下字韻母
5811	揱	效	平	宵	心	開	3	全清	相			邀		
5812	奞	效	平	宵	心	開	3	全清	相			邀		
5813	魈	效	平	宵	心	開	3	全清	相			邀		
5814	超	效	平	宵	徹	開	3	次清	敕			宵		
5815	怊	效	平	宵	徹	開	3	次清	敕			宵		
5816	欩	效	平	宵	徹	開	3	次清	敕			宵		
5817	𢁾	效	平	宵	徹	開	3	次清	敕			宵		
5818	𠰉	效	平	宵	徹	開	3	次清	敕			宵		
5819	䫿	效	平	宵	徹	開	3	次清	敕			宵		
5820	朝	效	平	宵	知	開	3	全清	陟			遙		
5821	𦩻	效	平	宵	知	開	3	全清	陟			遙		
5822	鼂	效	平	宵	知	開	3	全清	陟			遙		
5823	⿱日黽	效	平	宵	澄	開	3	全濁	直			遙		
5824	晁	效	平	宵	澄	開	3	全濁	直			遙		
5825	鼂	效	平	宵	澄	開	3	全濁	直			遙		
5826	朝	效	平	宵	澄	開	3	全濁	直			遙		
5827	潮	效	平	宵	澄	開	3	全濁	直			遙		
5828	嚻	效	平	宵	曉	開	3	次清	許			嬌		
5829	枵	效	平	宵	曉	開	3	次清	許			嬌		
5830	歊	效	平	宵	曉	開	3	次清	許			嬌		
5831	毊	效	平	宵	曉	開	3	次清	許			嬌		
5832	獢	效	平	宵	曉	開	3	次清	許			嬌		
5833	𤣠	效	平	宵	曉	開	3	次清	許			嬌		
5834	藃	效	平	宵	曉	開	3	次清	許			嬌		
5835	呺	效	平	宵	曉	開	3	次清	許			嬌		
5836	𩱴	效	平	宵	曉	開	3	次清	許			嬌		
5837	虈	效	平	宵	曉	開	3	次清	許			嬌		
5838	樵	效	平	宵	從	開	3	全濁	昨			焦		
5839	⿳艹椎木	效	平	宵	從	開	3	全濁	昨			焦		
5840	劁	效	平	宵	從	開	3	全濁	昨			焦		
5841	憔	效	平	宵	從	開	3	全濁	昨			焦		
5842	顦	效	平	宵	從	開	3	全濁	昨			焦		
5843	䏆	效	平	宵	從	開	3	全濁	昨			焦		
5844	譙	效	平	宵	從	開	3	全濁	昨			焦		
5845	嶕	效	平	宵	從	開	3	全濁	昨			焦		
5846	𡻝	效	平	宵	從	開	3	全濁	昨			焦		
5847	鐎	效	平	宵	從	開	3	全濁	昨			焦		
5848	𨝱	效	平	宵	從	開	3	全濁	昨			焦		
5849	僬	效	平	宵	從	開	3	全濁	昨			焦		
5850	䩌	效	平	宵	從	開	3	全濁	昨			焦		
5851	撨	效	平	宵	從	開	3	全濁	昨			焦		
5852	菬	效	平	宵	從	開	3	全濁	昨			焦		
5853	驕	效	平	宵	見	開	3	全清	舉			喬		
5854	嬌	效	平	宵	見	開	3	全清	舉			喬		
5855	憍	效	平	宵	見	開	3	全清	舉			喬		
5856	穚	效	平	宵	見	開	3	全清	舉			喬		
5857	鷮	效	平	宵	見	開	3	全清	舉			喬		
5858	蕎	效	平	宵	見	開	3	全清	舉			喬		
5859	喬	效	平	宵	見	開	3	全清	舉			喬		
5860	簥	效	平	宵	見	開	3	全清	舉			喬		
5861	撟	效	平	宵	見	開	3	全清	舉			喬		
5862	焦	效	平	宵	精	開	3	全清	即			消		
5863	𤓪	效	平	宵	精	開	3	全清	即			消		
5864	㲬	效	平	宵	精	開	3	全清	即			消		
5865	蕉	效	平	宵	精	開	3	全清	即			消		
5866	膲	效	平	宵	精	開	3	全清	即			消		
5867	鷦	效	平	宵	精	開	3	全清	即			消		
5868	𩾗	效	平	宵	精	開	3	全清	即			消		
5869	椒	效	平	宵	精	開	3	全清	即			消		
5870	茮	效	平	宵	精	開	3	全清	即			消		
5871	噍	效	平	宵	精	開	3	全清	即			消		
5872	鐎	效	平	宵	精	開	3	全清	即			消		
5873	蟭	效	平	宵	精	開	3	全清	即			消		
5874	䩌	效	平	宵	精	開	3	全清	即			消		
5875	𪚱	效	平	宵	精	開	3	全清	即			消		
5876	僬	效	平	宵	精	開	3	全清	即			消		
5877	燋	效	平	宵	精	開	3	全清	即			消		
5878	䌭	效	平	宵	精	開	3	全清	即			消		
5879	饒	效	平	宵	日	開	3	次濁	如			招		
5880	橈	效	平	宵	日	開	3	次濁	如			招		
5881	襓	效	平	宵	日	開	3	次濁	如			招		
5882	㹛	效	平	宵	日	開	3	次濁	如			招		
5883	蟯	效	平	宵	日	開	3	次濁	如			招		
5884	蕘	效	平	宵	日	開	3	次濁	如			招		
5885	燒	效	平	宵	書	開	3	全清	式			招		
5886	𤬖	效	平	宵	書	開	3	全清	式			招		
5887	遙	效	平	宵	以	開	3	次濁	餘			昭		
5888	媱	效	平	宵	以	開	3	次濁	餘			昭		
5889	傜	效	平	宵	以	開	3	次濁	餘			昭		
5890	繇	效	平	宵	以	開	3	次濁	餘			昭		
5891	颻	效	平	宵	以	開	3	次濁	餘			昭		
5892	𣣳	效	平	宵	以	開	3	次濁	餘			昭		
5893	窯	效	平	宵	以	開	3	次濁	餘			昭		
5894	窰	效	平	宵	以	開	3	次濁	餘			昭		
5895	䔄	效	平	宵	以	開	3	次濁	餘			昭		
5896	𦾺	效	平	宵	以	開	3	次濁	餘			昭		
5897	珧	效	平	宵	以	開	3	次濁	餘			昭		
5898	鰩	效	平	宵	以	開	3	次濁	餘			昭		
5899	銚	效	平	宵	以	開	3	次濁	餘			昭		
5900	姚	效	平	宵	以	開	3	次濁	餘			昭		
5901	搖	效	平	宵	以	開	3	次濁	餘			昭		
5902	謠	效	平	宵	以	開	3	次濁	餘			昭		
5903	軺	效	平	宵	以	開	3	次濁	餘			昭		
5904	愮	效	平	宵	以	開	3	次濁	餘			昭		
5905	恌	效	平	宵	以	開	3	次濁	餘			昭		
5906	𨙂	效	平	宵	以	開	3	次濁	餘			昭		
5907	陶	效	平	宵	以	開	3	次濁	餘			昭		
5908	蘨	效	平	宵	以	開	3	次濁	餘			昭		
5909	𤬖	效	平	宵	以	開	3	次濁	餘			昭		
5910	鷂	效	平	宵	以	開	3	次濁	餘			昭		
5911	洮	效	平	宵	以	開	3	次濁	餘			昭		
5912	烑	效	平	宵	以	開	3	次濁	餘			昭		
5913	𤺃	效	平	宵	以	開	3	次濁	餘			昭		
5914	𢑄	效	平	宵	以	開	3	次濁	餘			昭		
5915	㫍	效	平	宵	以	開	3	次濁	餘			昭		
5916	榣	效	平	宵	以	開	3	次濁	餘			昭		
5917	嗂	效	平	宵	以	開	3	次濁	餘			昭		
5918	䠛	效	平	宵	以	開	3	次濁	餘			昭		
5919	瑤	效	平	宵	以	開	3	次濁	餘			昭		
5920	猺	效	平	宵	以	開	3	次濁	餘			昭		
5921	餆	效	平	宵	以	開	3	次濁	餘			昭		
5922	褕	效	平	宵	以	開	3	次濁	餘			昭		
5923	韶	效	平	宵	禪	開	3	全濁	市			昭		
5924	㲈	效	平	宵	禪	開	3	全濁	市			昭		
5925	佋	效	平	宵	禪	開	3	全濁	市			昭		
5926	𦯐	效	平	宵	禪	開	3	全濁	市			昭		
5927	𠧙	效	平	宵	禪	開	3	全濁	市			昭		
5928	玿	效	平	宵	禪	開	3	全濁	市			昭		
5929	𢃳	效	平	宵	禪	開	3	全濁	市			昭		
5930	軺	效	平	宵	禪	開	3	全濁	市			昭		
5931	柖	效	平	宵	禪	開	3	全濁	市			昭		
5932	㸛	效	平	宵	禪	開	3	全濁	市			昭		
5933	昭	效	平	宵	章	開	3	全清	止			遙		
5934	鵃	效	平	宵	章	開	3	全清	止			遙		
5935	鉊	效	平	宵	章	開	3	全清	止			遙		
5936	招	效	平	宵	章	開	3	全清	止			遙		
5937	釗	效	平	宵	章	開	3	全清	止			遙		
5938	盄	效	平	宵	章	開	3	全清	止			遙		
5939	皽	效	平	宵	章	開	3	全清	止			遙		
5940	飊	效	平	宵	幫	開	3	全清	甫			遙		
5941	標	效	平	宵	幫	開	3	全清	甫			遙		
5942	猋	效	平	宵	幫	開	3	全清	甫			遙		
5943	杓	效	平	宵	幫	開	3	全清	甫			遙		
5944	瘭	效	平	宵	幫	開	3	全清	甫			遙		
5945	幖	效	平	宵	幫	開	3	全清	甫			遙		
5946	熛	效	平	宵	幫	開	3	全清	甫			遙		
5947	㠒	效	平	宵	幫	開	3	全清	甫			遙		
5948	𧽤	效	平	宵	幫	開	3	全清	甫			遙		
5949	蔈	效	平	宵	幫	開	3	全清	甫			遙		
5950	驫	效	平	宵	幫	開	3	全清	甫			遙		
5951	𦠎	效	平	宵	幫	開	3	全清	甫			遙		
5952	𣄠	效	平	宵	幫	開	3	全清	甫			遙		
5953	贆	效	平	宵	幫	開	3	全清	甫			遙		
5954	髟	效	平	宵	幫	開	3	全清	甫			遙		
5955	鑣	效	平	宵	幫	開	3	全清	甫			嬌		
5956	𧥍	效	平	宵	幫	開	3	全清	甫			嬌		
5957	臕	效	平	宵	幫	開	3	全清	甫			嬌		
5958	儦	效	平	宵	幫	開	3	全清	甫			嬌		
5959	瀌	效	平	宵	幫	開	3	全清	甫			嬌		
5960	𦔩	效	平	宵	幫	開	3	全清	甫			嬌		
5961	藨	效	平	宵	幫	開	3	全清	甫			嬌		
5962	瓢	效	平	宵	並	開	3	全濁	符			霄		
5963	飄	效	平	宵	並	開	3	全濁	符			霄		
5964	剽	效	平	宵	並	開	3	全濁	符			霄		
5965	薸	效	平	宵	並	開	3	全濁	符			霄		
5966	𣞈	效	平	宵	並	開	3	全濁	符			霄		
5967	螵	效	平	宵	並	開	3	全濁	符			霄		
5968	蜱	效	平	宵	明	開	3	次濁	彌			遙		
5969	䖢	效	平	宵	明	開	3	次濁	彌			遙		
5970	篻	效	平	宵	明	開	3	次濁	彌			遙		
5971	㠺	效	平	宵	明	開	3	次濁	彌			遙		
5972	𪃦	效	平	宵	明	開	3	次濁	彌			遙		
5973	苗	效	平	宵	明	開	3	次濁	武			瀌		
5974	描	效	平	宵	明	開	3	次濁	武			瀌		
5975	緢	效	平	宵	明	開	3	次濁	武			瀌		
5976	貓	效	平	宵	明	開	3	次濁	武			瀌		
5977	猫	效	平	宵	明	開	3	次濁	武			瀌		
5978	要	效	平	宵	影	開	3	全清	於			霄		
5979	腰	效	平	宵	影	開	3	全清	於			霄		
5980	葽	效	平	宵	影	開	3	全清	於			霄		
5981	喓	效	平	宵	影	開	3	全清	於			霄		
5982	𧍔	效	平	宵	影	開	3	全清	於			霄		
5983	䙅	效	平	宵	影	開	3	全清	於			霄		
5984	邀	效	平	宵	影	開	3	全清	於			霄		
5985	䳩	效	平	宵	影	開	3	全清	於			霄		
5986	蟯	效	平	宵	影	開	3	全清	於			霄		
5987	鴞	效	平	宵	云	開	3	次濁	于			嬌		
5988	𨚙	效	平	宵	云	開	3	次濁	于			嬌		
5989	喬	效	平	宵	羣	開	3	全濁	巨			嬌		
5990	橋	效	平	宵	羣	開	3	全濁	巨			嬌		
5991	趫	效	平	宵	羣	開	3	全濁	巨			嬌		
5992	僑	效	平	宵	羣	開	3	全濁	巨			嬌		
5993	㝯	效	平	宵	羣	開	3	全濁	巨			嬌		
5994	鐈	效	平	宵	羣	開	3	全濁	巨			嬌		
5995	鷮	效	平	宵	羣	開	3	全濁	巨			嬌		
5996	㠐	效	平	宵	羣	開	3	全濁	巨			嬌		
5997	毊	效	平	宵	羣	開	3	全濁	巨			嬌		
5998	轎	效	平	宵	羣	開	3	全濁	巨			嬌		
5999	嬌	效	平	宵	羣	開	3	全濁	巨			嬌		
6000	蕎	效	平	宵	羣	開	3	全濁	巨			嬌		
6001	蟜	效	平	宵	羣	開	3	全濁	巨			嬌		
6002	蹻	效	平	宵	羣	開	3	全濁	巨			嬌		
6003	𦒓	效	平	宵	羣	開	3	全濁	巨			嬌		
6004	䀉	效	平	宵	羣	開	3	全濁	巨			嬌		
6005	鍫	效	平	宵	清	開	3	次清	七			遙		
6006	鐰	效	平	宵	清	開	3	次清	七			遙		
6007	篍	效	平	宵	清	開	3	次清	七			遙		
6008	幧	效	平	宵	清	開	3	次清	七			遙		
6009	㡑	效	平	宵	清	開	3	次清	七			遙		
6010	𣟼	效	平	宵	清	開	3	次清	七			遙		
6011	𣖄	效	平	宵	清	開	3	次清	七			遙		
6012	妖	效	平	宵	影	開	3	全清	於			喬		
6013	祅	效	平	宵	影	開	3	全清	於			喬		
6014	枖	效	平	宵	影	開	3	全清	於			喬		
6015	訞	效	平	宵	影	開	3	全清	於			喬		
6016	夭	效	平	宵	影	開	3	全清	於			喬		
6017	蹻	效	平	宵	溪	開	3	次清	去			遙		
6018	繑	效	平	宵	溪	開	3	次清	去			遙		
6019	趬	效	平	宵	溪	開	3	次清	去			遙		
6020	蹺	效	平	宵	溪	開	3	次清	去			遙		
6021	䫞	效	平	宵	溪	開	3	次清	去			遙		
6022	㚠	效	平	宵	溪	開	3	次清	去			遙		
6023	怊	效	平	宵	昌	開	3	次清	尺			招		
6024	弨	效	平	宵	昌	開	3	次清	尺			招		
6025	𤐫	效	平	宵	滂	開	3	次清	撫			招		
6026	漂	效	平	宵	滂	開	3	次清	撫			招		
6027	杓	效	平	宵	滂	開	3	次清	撫			招		
6028	𩙒	效	平	宵	滂	開	3	次清	撫			招		
6029	嫖	效	平	宵	滂	開	3	次清	撫			招		
6030	旚	效	平	宵	滂	開	3	次清	撫			招		
6031	犥	效	平	宵	滂	開	3	次清	撫			招		
6032	鏢	效	平	宵	滂	開	3	次清	撫			招		
6033	僄	效	平	宵	滂	開	3	次清	撫			招		
6034	𪅃	效	平	宵	滂	開	3	次清	撫			招		
6035	飄	效	平	宵	滂	開	3	次清	撫			招		
6036	慓	效	平	宵	滂	開	3	次清	撫			招		
6037	彯	效	平	宵	滂	開	3	次清	撫			招		
6038	摽	效	平	宵	滂	開	3	次清	撫			招		
6039	𧽤	效	平	宵	滂	開	3	次清	撫			招		
6040	𨄏	效	平	宵	滂	開	3	次清	撫			招		
6041	翲	效	平	宵	滂	開	3	次清	撫			招		
6042	瞟	效	平	宵	滂	開	3	次清	撫			招		
6043	螵	效	平	宵	滂	開	3	次清	撫			招		
6044	嘌	效	平	宵	滂	開	3	次清	撫			招		
6045	𦠎	效	平	宵	滂	開	3	次清	撫			招		
6046	翹	效	平	宵	羣	開	3	全濁	渠			遙		
6047	荍	效	平	宵	羣	開	3	全濁	渠			遙		
6048	𧄍	效	平	宵	羣	開	3	全濁	渠			遙		
6049	嘺	效	平	宵	羣	開	3	全濁	渠			遙		
6050	䎗	效	平	宵	羣	開	3	全濁	渠			遙		
6051	𤖻	效	平	宵	羣	開	3	全濁	渠			遙		
6052	燎	效	平	宵	來	開	3	次濁	力			昭		
6053	髎	效	平	宵	來	開	3	次濁	力			昭		
6054	趫	效	平	宵	溪	開	3	次清	起			囂		
6055	𢄹	效	平	宵	溪	開	3	次清	起			囂		
6056	橇	效	平	宵	溪	開	3	次清	起			囂		
6057	鞽	效	平	宵	溪	開	3	次清	起			囂		
6058	肴	效	平	肴	匣	開	2	全濁	胡			茅		
6059	餚	效	平	肴	匣	開	2	全濁	胡			茅		
6060	崤	效	平	肴	匣	開	2	全濁	胡			茅		
6061	𦺔	效	平	肴	匣	開	2	全濁	胡			茅		
6062	殽	效	平	肴	匣	開	2	全濁	胡			茅		
6063	洨	效	平	肴	匣	開	2	全濁	胡			茅		
6064	筊	效	平	肴	匣	開	2	全濁	胡			茅		
6065	姣	效	平	肴	匣	開	2	全濁	胡			茅		
6066	猇	效	平	肴	匣	開	2	全濁	胡			茅		
6067	㮁	效	平	肴	匣	開	2	全濁	胡			茅		
6068	爻	效	平	肴	匣	開	2	全濁	胡			茅		
6069	淆	效	平	肴	匣	開	2	全濁	胡			茅		
6070	笅	效	平	肴	匣	開	2	全濁	胡			茅		
6071	胶	效	平	肴	匣	開	2	全濁	胡			茅		
6072	𨠦	效	平	肴	匣	開	2	全濁	胡			茅		
6073	䋂	效	平	肴	匣	開	2	全濁	胡			茅		
6074	倄	效	平	肴	匣	開	2	全濁	胡			茅		
6075	㤊	效	平	肴	匣	開	2	全濁	胡			茅		
6076	䂚	效	平	肴	匣	開	2	全濁	胡			茅		
6077	交	效	平	肴	見	開	2	全清	古			肴		
6078	蛟	效	平	肴	見	開	2	全清	古			肴		
6079	茭	效	平	肴	見	開	2	全清	古			肴		
6080	鵁	效	平	肴	見	開	2	全清	古			肴		
6081	膠	效	平	肴	見	開	2	全清	古			肴		
6082	鮫	效	平	肴	見	開	2	全清	古			肴		
6083	咬	效	平	肴	見	開	2	全清	古			肴		
6084	郊	效	平	肴	見	開	2	全清	古			肴		
6085	䍊	效	平	肴	見	開	2	全清	古			肴		
6086	轇	效	平	肴	見	開	2	全清	古			肴		
6087	㶀	效	平	肴	見	開	2	全清	古			肴		
6088	䢒	效	平	肴	見	開	2	全清	古			肴		
6089	教	效	平	肴	見	開	2	全清	古			肴		
6090	䉰	效	平	肴	見	開	2	全清	古			肴		
6091	𥹜	效	平	肴	見	開	2	全清	古			肴		
6092	摎	效	平	肴	見	開	2	全清	古			肴		
6093	鉸	效	平	肴	見	開	2	全清	古			肴		
6094	佼	效	平	肴	見	開	2	全清	古			肴		
6095	艽	效	平	肴	見	開	2	全清	古			肴		
6096	詨	效	平	肴	見	開	2	全清	古			肴		
6097	嘐	效	平	肴	見	開	2	全清	古			肴		
6098	𩎔	效	平	肴	見	開	2	全清	古			肴		
6099	𡥈	效	平	肴	見	開	2	全清	古			肴		
6100	巢	效	平	肴	崇	開	2	全濁	鉏			交		
6101	轈	效	平	肴	崇	開	2	全濁	鉏			交		
6102	勦	效	平	肴	崇	開	2	全濁	鉏			交		
6103	𡻝	效	平	肴	崇	開	2	全濁	鉏			交		
6104	𣝞	效	平	肴	崇	開	2	全濁	鉏			交		
6105	樔	效	平	肴	崇	開	2	全濁	鉏			交		
6106	𡏮	效	平	肴	崇	開	2	全濁	鉏			交		
6107	鄛	效	平	肴	崇	開	2	全濁	鉏			交		
6108	鐃	效	平	肴	娘	開	2	次濁	女			交		
6109	呶	效	平	肴	娘	開	2	次濁	女			交		
6110	譊	效	平	肴	娘	開	2	次濁	女			交		
6111	怓	效	平	肴	娘	開	2	次濁	女			交		
6112	䴃	效	平	肴	娘	開	2	次濁	女			交		
6113	𣲿	效	平	肴	娘	開	2	次濁	女			交		
6114	𥗰	效	平	肴	娘	開	2	次濁	女			交		
6115	𡽧	效	平	肴	娘	開	2	次濁	女			交		
6116	㺜	效	平	肴	娘	開	2	次濁	女			交		
6117	梢	效	平	肴	生	開	2	全清	所			交		
6118	捎	效	平	肴	生	開	2	全清	所			交		
6119	髾	效	平	肴	生	開	2	全清	所			交		
6120	輎	效	平	肴	生	開	2	全清	所			交		
6121	旓	效	平	肴	生	開	2	全清	所			交		
6122	弰	效	平	肴	生	開	2	全清	所			交		
6123	䈰	效	平	肴	生	開	2	全清	所			交		
6124	筲	效	平	肴	生	開	2	全清	所			交		
6125	鞘	效	平	肴	生	開	2	全清	所			交		
6126	蛸	效	平	肴	生	開	2	全清	所			交		
6127	鮹	效	平	肴	生	開	2	全清	所			交		
6128	䘯	效	平	肴	生	開	2	全清	所			交		
6129	綃	效	平	肴	生	開	2	全清	所			交		
6130	颵	效	平	肴	生	開	2	全清	所			交		
6131	莦	效	平	肴	生	開	2	全清	所			交		
6132	娋	效	平	肴	生	開	2	全清	所			交		
6133	𡡏	效	平	肴	生	開	2	全清	所			交		
6134	茅	效	平	肴	明	開	2	次濁	莫			交		
6135	蝥	效	平	肴	明	開	2	次濁	莫			交		
6136	貓	效	平	肴	明	開	2	次濁	莫			交		
6137	犛	效	平	肴	明	開	2	次濁	莫			交		
6138	罞	效	平	肴	明	開	2	次濁	莫			交		
6139	鶜	效	平	肴	明	開	2	次濁	莫			交		
6140	描	效	平	肴	明	開	2	次濁	莫			交		
6141	媌	效	平	肴	明	開	2	次濁	莫			交		
6142	虓	效	平	肴	曉	開	2	次清	許			交		
6143	猇	效	平	肴	曉	開	2	次清	許			交		
6144	髇	效	平	肴	曉	開	2	次清	許			交		
6145	藃	效	平	肴	曉	開	2	次清	許			交		
6146	穘	效	平	肴	曉	開	2	次清	許			交		
6147	窙	效	平	肴	曉	開	2	次清	許			交		
6148	嗃	效	平	肴	曉	開	2	次清	許			交		
6149	䬘	效	平	肴	曉	開	2	次清	許			交		
6150	哮	效	平	肴	曉	開	2	次清	許			交		
6151	庨	效	平	肴	曉	開	2	次清	許			交		
6152	灱	效	平	肴	曉	開	2	次清	許			交		
6153	涍	效	平	肴	曉	開	2	次清	許			交		
6154	嘐	效	平	肴	曉	開	2	次清	許			交		
6155	顤	效	平	肴	曉	開	2	次清	許			交		
6156	𩾾	效	平	肴	曉	開	2	次清	許			交		
6157	㹲	效	平	肴	曉	開	2	次清	許			交		
6158	烋	效	平	肴	曉	開	2	次清	火			交		
6159	包	效	平	肴	幫	開	2	全清	布			交		
6160	胞	效	平	肴	幫	開	2	全清	布			交		
6161	枹	效	平	肴	幫	開	2	全清	布			交		
6162	苞	效	平	肴	幫	開	2	全清	布			交		
6163	勹	效	平	肴	幫	開	2	全清	布			交		
6164	胞	效	平	肴	滂	開	2	次清	匹			交		
6165	𨚔	效	平	肴	滂	開	2	次清	匹			交		
6166	䍖	效	平	肴	滂	開	2	次清	匹			交		
6167	脬	效	平	肴	滂	開	2	次清	匹			交		
6168	拋	效	平	肴	滂	開	2	次清	匹			交		
6169	泡	效	平	肴	滂	開	2	次清	匹			交		
6170	𠐋	效	平	肴	滂	開	2	次清	匹			交		
6171	𢿏	效	平	肴	滂	開	2	次清	匹			交		
6172	𦫶	效	平	肴	滂	開	2	次清	匹			交		
6173	敲	效	平	肴	溪	開	2	次清	口			交		
6174	跤	效	平	肴	溪	開	2	次清	口			交		
6175	骹	效	平	肴	溪	開	2	次清	口			交		
6176	𥉾	效	平	肴	溪	開	2	次清	口			交		
6177	㤍	效	平	肴	溪	開	2	次清	口			交		
6178	磽	效	平	肴	溪	開	2	次清	口			交		
6179	䂭	效	平	肴	溪	開	2	次清	口			交		
6180	礉	效	平	肴	溪	開	2	次清	口			交		
6181	鄗	效	平	肴	溪	開	2	次清	口			交		
6182	墝	效	平	肴	溪	開	2	次清	口			交		
6183	頝	效	平	肴	溪	開	2	次清	口			交		
6184	聱	效	平	肴	疑	開	2	次濁	五			交		
6185	謷	效	平	肴	疑	開	2	次濁	五			交		
6186	磝	效	平	肴	疑	開	2	次濁	五			交		
6187	𢿣	效	平	肴	疑	開	2	次濁	五			交		
6188	磽	效	平	肴	疑	開	2	次濁	五			交		
6189	𦗔	效	平	肴	莊	開	2	全清	側			交		
6190	罺	效	平	肴	莊	開	2	全清	側			交		
6191	抓	效	平	肴	莊	開	2	全清	側			交		
6192	𠿈	效	平	肴	莊	開	2	全清	側			交		
6193	摷	效	平	肴	莊	開	2	全清	側			交		
6194	嘲	效	平	肴	知	開	2	全清	陟			交		
6195	䞴	效	平	肴	知	開	2	全清	陟			交		
6196	啁	效	平	肴	知	開	2	全清	陟			交		
6197	鳭	效	平	肴	知	開	2	全清	陟			交		
6198	鵃	效	平	肴	知	開	2	全清	陟			交		
6199	䜈	效	平	肴	初	開	2	次清	楚			交		
6200	抄	效	平	肴	初	開	2	次清	楚			交		
6201	鈔	效	平	肴	初	開	2	次清	楚			交		
6202	𦾱	效	平	肴	初	開	2	次清	楚			交		
6203	訬	效	平	肴	初	開	2	次清	楚			交		
6204	䰫	效	平	肴	初	開	2	次清	楚			交		
6205	庖	效	平	肴	並	開	2	全濁	薄			交		
6206	咆	效	平	肴	並	開	2	全濁	薄			交		
6207	匏	效	平	肴	並	開	2	全濁	薄			交		
6208	炮	效	平	肴	並	開	2	全濁	薄			交		
6209	炰	效	平	肴	並	開	2	全濁	薄			交		
6210	鉋	效	平	肴	並	開	2	全濁	薄			交		
6211	瓟	效	平	肴	並	開	2	全濁	薄			交		
6212	麃	效	平	肴	並	開	2	全濁	薄			交		
6213	掊	效	平	肴	並	開	2	全濁	薄			交		
6214	颮	效	平	肴	並	開	2	全濁	薄			交		
6215	鞄	效	平	肴	並	開	2	全濁	薄			交		
6216	狍	效	平	肴	並	開	2	全濁	薄			交		
6217	跑	效	平	肴	並	開	2	全濁	薄			交		
6218	捊	效	平	肴	並	開	2	全濁	薄			交		
6219	尥	效	平	肴	並	開	2	全濁	薄			交		
6220	泡	效	平	肴	並	開	2	全濁	薄			交		
6221	㯡	效	平	肴	並	開	2	全濁	薄			交		
6222	䫜	效	平	肴	影	開	2	全清	於			交		
6223	㕭	效	平	肴	影	開	2	全清	於			交		
6224	坳	效	平	肴	影	開	2	全清	於			交		
6225	窅	效	平	肴	影	開	2	全清	於			交		
6226	軪	效	平	肴	影	開	2	全清	於			交		
6227	眑	效	平	肴	影	開	2	全清	於			交		
6228	咬	效	平	肴	影	開	2	全清	於			交		
6229	梍	效	平	肴	影	開	2	全清	於			交		
6230	𠣑	效	平	肴	影	開	2	全清	於			交		
6231	䫸	效	平	肴	徹	開	2	次清	敕			交		
6232	嘮	效	平	肴	徹	開	2	次清	敕			交		
6233	顟	效	平	肴	來	開	2	次濁	力			嘲		
6234	𠐋	效	平	肴	來	開	2	次濁	力			嘲		
6235	窌	效	平	肴	來	開	2	次濁	力			嘲		
6236	賿	效	平	肴	來	開	2	次濁	力			嘲		
6237	䄻	效	平	肴	澄	開	2	全濁	直			交		
6238	豪	效	平	豪	匣	開	1	全濁	胡			刀		
6239	號	效	平	豪	匣	開	1	全濁	胡			刀		
6240	毫	效	平	豪	匣	開	1	全濁	胡			刀		
6241	嗥	效	平	豪	匣	開	1	全濁	胡			刀		
6242	獋	效	平	豪	匣	開	1	全濁	胡			刀		
6243	濠	效	平	豪	匣	開	1	全濁	胡			刀		
6244	壕	效	平	豪	匣	開	1	全濁	胡			刀		
6245	𩕍	效	平	豪	匣	開	1	全濁	胡			刀		
6246	𣘫	效	平	豪	匣	開	1	全濁	胡			刀		
6247	崤	效	平	豪	匣	開	1	全濁	胡			刀		
6248	𨚙	效	平	豪	匣	開	1	全濁	胡			刀		
6249	𠢕	效	平	豪	匣	開	1	全濁	胡			刀		
6250	𨼍	效	平	豪	匣	開	1	全濁	胡			刀		
6251	高	效	平	豪	見	開	1	全清	古			勞		
6252	膏	效	平	豪	見	開	1	全清	古			勞		
6253	皐	效	平	豪	見	開	1	全清	古			勞		
6254	皋	效	平	豪	見	開	1	全清	古			勞		
6255	羔	效	平	豪	見	開	1	全清	古			勞		
6256	餻	效	平	豪	見	開	1	全清	古			勞		
6257	𡼗	效	平	豪	見	開	1	全清	古			勞		
6258	櫜	效	平	豪	見	開	1	全清	古			勞		
6259	咎	效	平	豪	見	開	1	全清	古			勞		
6260	鼛	效	平	豪	見	開	1	全清	古			勞		
6261	鷱	效	平	豪	見	開	1	全清	古			勞		
6262	篙	效	平	豪	見	開	1	全清	古			勞		
6263	槹	效	平	豪	見	開	1	全清	古			勞		
6264	𧢌	效	平	豪	見	開	1	全清	古			勞		
6265	𦺆	效	平	豪	見	開	1	全清	古			勞		
6266	㤒	效	平	豪	見	開	1	全清	古			勞		
6267	𥢐	效	平	豪	見	開	1	全清	古			勞		
6268	𣓌	效	平	豪	見	開	1	全清	古			勞		
6269	倃	效	平	豪	見	開	1	全清	古			勞		
6270	䓘	效	平	豪	見	開	1	全清	古			勞		
6271	𨝲	效	平	豪	見	開	1	全清	古			勞		
6272	勞	效	平	豪	來	開	1	次濁	魯			刀		
6273	澇	效	平	豪	來	開	1	次濁	魯			刀		
6274	牢	效	平	豪	來	開	1	次濁	魯			刀		
6275	窂	效	平	豪	來	開	1	次濁	魯			刀		
6276	簩	效	平	豪	來	開	1	次濁	魯			刀		
6277	䝁	效	平	豪	來	開	1	次濁	魯			刀		
6278	𧰉	效	平	豪	來	開	1	次濁	魯			刀		
6279	蟧	效	平	豪	來	開	1	次濁	魯			刀		
