字號	字	攝	聲調	韻目	字母	開合	等第	清濁	上字	上字聲母	上字韻母	下字	下字聲母	下字韻母
6280	醪	效	平	豪	來	開	1	次濁	魯			刀		
6281	撈	效	平	豪	來	開	1	次濁	魯			刀		
6282	㟉	效	平	豪	來	開	1	次濁	魯			刀		
6283	㗦	效	平	豪	來	開	1	次濁	魯			刀		
6284	髝	效	平	豪	來	開	1	次濁	魯			刀		
6285	憥	效	平	豪	來	開	1	次濁	魯			刀		
6286	𦗖	效	平	豪	來	開	1	次濁	魯			刀		
6287	䜮	效	平	豪	來	開	1	次濁	魯			刀		
6288	𨦭	效	平	豪	來	開	1	次濁	魯			刀		
6289	𤩂	效	平	豪	來	開	1	次濁	魯			刀		
6290	嫪	效	平	豪	來	開	1	次濁	魯			刀		
6291	哰	效	平	豪	來	開	1	次濁	魯			刀		
6292	𣘪	效	平	豪	來	開	1	次濁	魯			刀		
6293	簝	效	平	豪	來	開	1	次濁	魯			刀		
6294	蒿	效	平	豪	曉	開	1	次清	呼			毛		
6295	𧯌	效	平	豪	曉	開	1	次清	呼			毛		
6296	撓	效	平	豪	曉	開	1	次清	呼			毛		
6297	薧	效	平	豪	曉	開	1	次清	呼			毛		
6298	薅	效	平	豪	曉	開	1	次清	呼			毛		
6299	茠	效	平	豪	曉	開	1	次清	呼			毛		
6300	𣐾	效	平	豪	曉	開	1	次清	呼			毛		
6301	毛	效	平	豪	明	開	1	次濁	莫			袍		
6302	髦	效	平	豪	明	開	1	次濁	莫			袍		
6303	芼	效	平	豪	明	開	1	次濁	莫			袍		
6304	𣹪	效	平	豪	明	開	1	次濁	莫			袍		
6305	旄	效	平	豪	明	開	1	次濁	莫			袍		
6306	氂	效	平	豪	明	開	1	次濁	莫			袍		
6307	㮘	效	平	豪	明	開	1	次濁	莫			袍		
6308	枆	效	平	豪	明	開	1	次濁	莫			袍		
6309	酕	效	平	豪	明	開	1	次濁	莫			袍		
6310	堥	效	平	豪	明	開	1	次濁	莫			袍		
6311	饕	效	平	豪	透	開	1	次清	土			刀		
6312	洮	效	平	豪	透	開	1	次清	土			刀		
6313	韜	效	平	豪	透	開	1	次清	土			刀		
6314	縚	效	平	豪	透	開	1	次清	土			刀		
6315	謟	效	平	豪	透	開	1	次清	土			刀		
6316	滔	效	平	豪	透	開	1	次清	土			刀		
6317	叨	效	平	豪	透	開	1	次清	土			刀		
6318	弢	效	平	豪	透	開	1	次清	土			刀		
6319	𩥓	效	平	豪	透	開	1	次清	土			刀		
6320	㹗	效	平	豪	透	開	1	次清	土			刀		
6321	𤘸	效	平	豪	透	開	1	次清	土			刀		
6322	慆	效	平	豪	透	開	1	次清	土			刀		
6323	絛	效	平	豪	透	開	1	次清	土			刀		
6324	幍	效	平	豪	透	開	1	次清	土			刀		
6325	𠌪	效	平	豪	透	開	1	次清	土			刀		
6326	槄	效	平	豪	透	開	1	次清	土			刀		
6327	蜪	效	平	豪	透	開	1	次清	土			刀		
6328	夲	效	平	豪	透	開	1	次清	土			刀		
6329	𠦂	效	平	豪	透	開	1	次清	土			刀		
6330	綢	效	平	豪	透	開	1	次清	土			刀		
6331	搯	效	平	豪	透	開	1	次清	土			刀		
6332	翢	效	平	豪	透	開	1	次清	土			刀		
6333	瑫	效	平	豪	透	開	1	次清	土			刀		
6334	𠬢	效	平	豪	透	開	1	次清	土			刀		
6335	䈱	效	平	豪	透	開	1	次清	土			刀		
6336	𠚡	效	平	豪	透	開	1	次清	土			刀		
6337	詜	效	平	豪	透	開	1	次清	土			刀		
6338	挑	效	平	豪	透	開	1	次清	土			刀		
6339	刀	效	平	豪	端	開	1	全清	都			牢		
6340	魛	效	平	豪	端	開	1	全清	都			牢		
6341	忉	效	平	豪	端	開	1	全清	都			牢		
6342	裯	效	平	豪	端	開	1	全清	都			牢		
6343	舠	效	平	豪	端	開	1	全清	都			牢		
6344	𩕯	效	平	豪	端	開	1	全清	都			牢		
6345	朷	效	平	豪	端	開	1	全清	都			牢		
6346	騷	效	平	豪	心	開	1	全清	蘇			遭		
6347	搔	效	平	豪	心	開	1	全清	蘇			遭		
6348	繅	效	平	豪	心	開	1	全清	蘇			遭		
6349	繰	效	平	豪	心	開	1	全清	蘇			遭		
6350	臊	效	平	豪	心	開	1	全清	蘇			遭		
6351	鰠	效	平	豪	心	開	1	全清	蘇			遭		
6352	溞	效	平	豪	心	開	1	全清	蘇			遭		
6353	颾	效	平	豪	心	開	1	全清	蘇			遭		
6354	鱢	效	平	豪	心	開	1	全清	蘇			遭		
6355	⿰木叜	效	平	豪	心	開	1	全清	蘇			遭		
6356	䑹	效	平	豪	心	開	1	全清	蘇			遭		
6357	𠋺	效	平	豪	心	開	1	全清	蘇			遭		
6358	慅	效	平	豪	心	開	1	全清	蘇			遭		
6359	袍	效	平	豪	並	開	1	全濁	薄			襃		
6360	袌	效	平	豪	並	開	1	全濁	薄			襃		
6361	軳	效	平	豪	並	開	1	全濁	薄			襃		
6362	襃	效	平	豪	幫	開	1	全清	博			毛		
6363	褒	效	平	豪	幫	開	1	全清	博			毛		
6364	𠅬	效	平	豪	幫	開	1	全清	博			毛		
6365	𨚔	效	平	豪	幫	開	1	全清	博			毛		
6366	陶	效	平	豪	定	開	1	全濁	徒			刀		
6367	䛬	效	平	豪	定	開	1	全濁	徒			刀		
6368	䛌	效	平	豪	定	開	1	全濁	徒			刀		
6369	咷	效	平	豪	定	開	1	全濁	徒			刀		
6370	桃	效	平	豪	定	開	1	全濁	徒			刀		
6371	綯	效	平	豪	定	開	1	全濁	徒			刀		
6372	燾	效	平	豪	定	開	1	全濁	徒			刀		
6373	逃	效	平	豪	定	開	1	全濁	徒			刀		
6374	鼗	效	平	豪	定	開	1	全濁	徒			刀		
6375	鞀	效	平	豪	定	開	1	全濁	徒			刀		
6376	鞉	效	平	豪	定	開	1	全濁	徒			刀		
6377	濤	效	平	豪	定	開	1	全濁	徒			刀		
6378	掏	效	平	豪	定	開	1	全濁	徒			刀		
6379	檮	效	平	豪	定	開	1	全濁	徒			刀		
6380	騊	效	平	豪	定	開	1	全濁	徒			刀		
6381	萄	效	平	豪	定	開	1	全濁	徒			刀		
6382	翿	效	平	豪	定	開	1	全濁	徒			刀		
6383	䬞	效	平	豪	定	開	1	全濁	徒			刀		
6384	匋	效	平	豪	定	開	1	全濁	徒			刀		
6385	啕	效	平	豪	定	開	1	全濁	徒			刀		
6386	翢	效	平	豪	定	開	1	全濁	徒			刀		
6387	錭	效	平	豪	定	開	1	全濁	徒			刀		
6388	駣	效	平	豪	定	開	1	全濁	徒			刀		
6389	蜪	效	平	豪	定	開	1	全濁	徒			刀		
6390	裪	效	平	豪	定	開	1	全濁	徒			刀		
6391	糟	效	平	豪	精	開	1	全清	作			曹		
6392	𦵩	效	平	豪	精	開	1	全清	作			曹		
6393	醩	效	平	豪	精	開	1	全清	作			曹		
6394	遭	效	平	豪	精	開	1	全清	作			曹		
6395	㷮	效	平	豪	精	開	1	全清	作			曹		
6396	槽	效	平	豪	精	開	1	全清	作			曹		
6397	傮	效	平	豪	精	開	1	全清	作			曹		
6398	𣩒	效	平	豪	精	開	1	全清	作			曹		
6399	㡟	效	平	豪	精	開	1	全清	作			曹		
6400	敖	效	平	豪	疑	開	1	次濁	五			勞		
6401	遨	效	平	豪	疑	開	1	次濁	五			勞		
6402	翺	效	平	豪	疑	開	1	次濁	五			勞		
6403	聱	效	平	豪	疑	開	1	次濁	五			勞		
6404	驁	效	平	豪	疑	開	1	次濁	五			勞		
6405	熬	效	平	豪	疑	開	1	次濁	五			勞		
6406	嶅	效	平	豪	疑	開	1	次濁	五			勞		
6407	獒	效	平	豪	疑	開	1	次濁	五			勞		
6408	滶	效	平	豪	疑	開	1	次濁	五			勞		
6409	蔜	效	平	豪	疑	開	1	次濁	五			勞		
6410	鷔	效	平	豪	疑	開	1	次濁	五			勞		
6411	鼇	效	平	豪	疑	開	1	次濁	五			勞		
6412	螯	效	平	豪	疑	開	1	次濁	五			勞		
6413	謷	效	平	豪	疑	開	1	次濁	五			勞		
6414	嗸	效	平	豪	疑	開	1	次濁	五			勞		
6415	嗷	效	平	豪	疑	開	1	次濁	五			勞		
6416	䫨	效	平	豪	疑	開	1	次濁	五			勞		
6417	𢧴	效	平	豪	疑	開	1	次濁	五			勞		
6418	摮	效	平	豪	疑	開	1	次濁	五			勞		
6419	嫯	效	平	豪	疑	開	1	次濁	五			勞		
6420	䦋	效	平	豪	疑	開	1	次濁	五			勞		
6421	𣘢	效	平	豪	疑	開	1	次濁	五			勞		
6422	𦪈	效	平	豪	疑	開	1	次濁	五			勞		
6423	𩪋	效	平	豪	疑	開	1	次濁	五			勞		
6424	鰲	效	平	豪	疑	開	1	次濁	五			勞		
6425	曹	效	平	豪	從	開	1	全濁	昨			勞		
6426	𣍘	效	平	豪	從	開	1	全濁	昨			勞		
6427	槽	效	平	豪	從	開	1	全濁	昨			勞		
6428	螬	效	平	豪	從	開	1	全濁	昨			勞		
6429	嘈	效	平	豪	從	開	1	全濁	昨			勞		
6430	鐰	效	平	豪	從	開	1	全濁	昨			勞		
6431	䄚	效	平	豪	從	開	1	全濁	昨			勞		
6432	艚	效	平	豪	從	開	1	全濁	昨			勞		
6433	䏆	效	平	豪	從	開	1	全濁	昨			勞		
6434	𩫥	效	平	豪	從	開	1	全濁	昨			勞		
6435	䐬	效	平	豪	從	開	1	全濁	昨			勞		
6436	蓸	效	平	豪	從	開	1	全濁	昨			勞		
6437	漕	效	平	豪	從	開	1	全濁	昨			勞		
6438	褿	效	平	豪	從	開	1	全濁	昨			勞		
6439	𤏶	效	平	豪	影	開	1	全清	於			刀		
6440	䥝	效	平	豪	影	開	1	全清	於			刀		
6441	鏖	效	平	豪	影	開	1	全清	於			刀		
6442	猱	效	平	豪	泥	開	1	次濁	奴			刀		
6443	㺜	效	平	豪	泥	開	1	次濁	奴			刀		
6444	𤣜	效	平	豪	泥	開	1	次濁	奴			刀		
6445	巎	效	平	豪	泥	開	1	次濁	奴			刀		
6446	嶩	效	平	豪	泥	開	1	次濁	奴			刀		
6447	峱	效	平	豪	泥	開	1	次濁	奴			刀		
6448	𤫕	效	平	豪	泥	開	1	次濁	奴			刀		
6449	獿	效	平	豪	泥	開	1	次濁	奴			刀		
6450	尻	效	平	豪	溪	開	1	次清	苦			刀		
6451	訄	效	平	豪	溪	開	1	次清	苦			刀		
6452	操	效	平	豪	清	開	1	次清	七			刀		
6453	幧	效	平	豪	清	開	1	次清	七			刀		
6454	𢿾	效	平	豪	清	開	1	次清	七			刀		
6455	㡟	效	平	豪	清	開	1	次清	七			刀		
6456	㯱	效	平	豪	滂	開	1	次清	普			袍		
6457	藨	效	平	豪	滂	開	1	次清	普			袍		
6458	䫽	效	平	豪	滂	開	1	次清	普			袍		
6459	㲏	效	平	豪	滂	開	1	次清	普			袍		
6460	歌	果	平	歌	見	開	1	全清	古			俄		
6461	謌	果	平	歌	見	開	1	全清	古			俄		
6462	柯	果	平	歌	見	開	1	全清	古			俄		
6463	妿	果	平	歌	見	開	1	全清	古			俄		
6464	㤎	果	平	歌	見	開	1	全清	古			俄		
6465	渮	果	平	歌	見	開	1	全清	古			俄		
6466	牁	果	平	歌	見	開	1	全清	古			俄		
6467	戕	果	平	歌	見	開	1	全清	古			俄		
6468	滒	果	平	歌	見	開	1	全清	古			俄		
6469	哥	果	平	歌	見	開	1	全清	古			俄		
6470	鴚	果	平	歌	見	開	1	全清	古			俄		
6471	蹉	果	平	歌	清	開	1	次清	七			何		
6472	瑳	果	平	歌	清	開	1	次清	七			何		
6473	搓	果	平	歌	清	開	1	次清	七			何		
6474	磋	果	平	歌	清	開	1	次清	七			何		
6475	溠	果	平	歌	清	開	1	次清	七			何		
6476	傞	果	平	歌	清	開	1	次清	七			何		
6477	𪘓	果	平	歌	清	開	1	次清	七			何		
6478	多	果	平	歌	端	開	1	全清	得			何		
6479	娑	果	平	歌	心	開	1	全清	素			何		
6480	挱	果	平	歌	心	開	1	全清	素			何		
6481	挲	果	平	歌	心	開	1	全清	素			何		
6482	傞	果	平	歌	心	開	1	全清	素			何		
6483	𩊮	果	平	歌	心	開	1	全清	素			何		
6484	獻	果	平	歌	心	開	1	全清	素			何		
6485	䓾	果	平	歌	心	開	1	全清	素			何		
6486	𠈱	果	平	歌	心	開	1	全清	素			何		
6487	桫	果	平	歌	心	開	1	全清	素			何		
6488	䤬	果	平	歌	心	開	1	全清	素			何		
6489	𥆝	果	平	歌	心	開	1	全清	素			何		
6490	駝	果	平	歌	定	開	1	全濁	徒			河		
6491	駞	果	平	歌	定	開	1	全濁	徒			河		
6492	鼉	果	平	歌	定	開	1	全濁	徒			河		
6493	𡩆	果	平	歌	定	開	1	全濁	徒			河		
6494	紽	果	平	歌	定	開	1	全濁	徒			河		
6495	鮀	果	平	歌	定	開	1	全濁	徒			河		
6496	陀	果	平	歌	定	開	1	全濁	徒			河		
6497	驒	果	平	歌	定	開	1	全濁	徒			河		
6498	䍫	果	平	歌	定	開	1	全濁	徒			河		
6499	沱	果	平	歌	定	開	1	全濁	徒			河		
6500	跎	果	平	歌	定	開	1	全濁	徒			河		
6501	詑	果	平	歌	定	開	1	全濁	徒			河		
6502	池	果	平	歌	定	開	1	全濁	徒			河		
6503	酡	果	平	歌	定	開	1	全濁	徒			河		
6504	㼠	果	平	歌	定	開	1	全濁	徒			河		
6505	馱	果	平	歌	定	開	1	全濁	徒			河		
6506	迱	果	平	歌	定	開	1	全濁	徒			河		
6507	鼧	果	平	歌	定	開	1	全濁	徒			河		
6508	袉	果	平	歌	定	開	1	全濁	徒			河		
6509	𩉺	果	平	歌	定	開	1	全濁	徒			河		
6510	䡐	果	平	歌	定	開	1	全濁	徒			河		
6511	𧕛	果	平	歌	定	開	1	全濁	徒			河		
6512	佗	果	平	歌	定	開	1	全濁	徒			河		
6513	醝	果	平	歌	從	開	1	全濁	昨			何		
6514	㽨	果	平	歌	從	開	1	全濁	昨			何		
6515	瘥	果	平	歌	從	開	1	全濁	昨			何		
6516	䣜	果	平	歌	從	開	1	全濁	昨			何		
6517	𣩈	果	平	歌	從	開	1	全濁	昨			何		
6518	鹺	果	平	歌	從	開	1	全濁	昨			何		
6519	嵳	果	平	歌	從	開	1	全濁	昨			何		
6520	蒫	果	平	歌	從	開	1	全濁	昨			何		
6521	𥰭	果	平	歌	從	開	1	全濁	昨			何		
6522	艖	果	平	歌	從	開	1	全濁	昨			何		
6523	蔖	果	平	歌	從	開	1	全濁	昨			何		
6524	䴾	果	平	歌	從	開	1	全濁	昨			何		
6525	䑘	果	平	歌	從	開	1	全濁	昨			何		
6526	䠡	果	平	歌	從	開	1	全濁	昨			何		
6527	𨇃	果	平	歌	從	開	1	全濁	昨			何		
6528	虘	果	平	歌	從	開	1	全濁	昨			何		
6529	𪘓	果	平	歌	從	開	1	全濁	昨			何		
6530	齹	果	平	歌	從	開	1	全濁	昨			何		
6531	䰈	果	平	歌	從	開	1	全濁	昨			何		
6532	莪	果	平	歌	疑	開	1	次濁	五			何		
6533	哦	果	平	歌	疑	開	1	次濁	五			何		
6534	娥	果	平	歌	疑	開	1	次濁	五			何		
6535	䄉	果	平	歌	疑	開	1	次濁	五			何		
6536	峩	果	平	歌	疑	開	1	次濁	五			何		
6537	鵝	果	平	歌	疑	開	1	次濁	五			何		
6538	俄	果	平	歌	疑	開	1	次濁	五			何		
6539	𩒰	果	平	歌	疑	開	1	次濁	五			何		
6540	蛾	果	平	歌	疑	開	1	次濁	五			何		
6541	睋	果	平	歌	疑	開	1	次濁	五			何		
6542	涐	果	平	歌	疑	開	1	次濁	五			何		
6543	誐	果	平	歌	疑	開	1	次濁	五			何		
6544	硪	果	平	歌	疑	開	1	次濁	五			何		
6545	佗	果	平	歌	透	開	1	次清	託			何		
6546	他	果	平	歌	透	開	1	次清	託			何		
6547	拕	果	平	歌	透	開	1	次清	託			何		
6548	它	果	平	歌	透	開	1	次清	託			何		
6549	蛇	果	平	歌	透	開	1	次清	託			何		
6550	痑	果	平	歌	透	開	1	次清	託			何		
6551	鼧	果	平	歌	透	開	1	次清	託			何		
6552	羅	果	平	歌	來	開	1	次濁	魯			何		
6553	蘿	果	平	歌	來	開	1	次濁	魯			何		
6554	籮	果	平	歌	來	開	1	次濁	魯			何		
6555	儸	果	平	歌	來	開	1	次濁	魯			何		
6556	饠	果	平	歌	來	開	1	次濁	魯			何		
6557	𤄷	果	平	歌	來	開	1	次濁	魯			何		
6558	欏	果	平	歌	來	開	1	次濁	魯			何		
6559	囉	果	平	歌	來	開	1	次濁	魯			何		
6560	鑼	果	平	歌	來	開	1	次濁	魯			何		
6561	剆	果	平	歌	來	開	1	次濁	魯			何		
6562	那	果	平	歌	泥	開	1	次濁	諾			何		
6563	㔮	果	平	歌	泥	開	1	次濁	諾			何		
6564	𤘟	果	平	歌	泥	開	1	次濁	諾			何		
6565	挪	果	平	歌	泥	開	1	次濁	諾			何		
6566	儺	果	平	歌	泥	開	1	次濁	諾			何		
6567	𠹈	果	平	歌	泥	開	1	次濁	諾			何		
6568	𡖔	果	平	歌	泥	開	1	次濁	諾			何		
6569	𩴓	果	平	歌	泥	開	1	次濁	諾			何		
6570	臡	果	平	歌	泥	開	1	次濁	諾			何		
6571	何	果	平	歌	匣	開	1	全濁	胡			歌		
6572	河	果	平	歌	匣	開	1	全濁	胡			歌		
6573	荷	果	平	歌	匣	開	1	全濁	胡			歌		
6574	菏	果	平	歌	匣	開	1	全濁	胡			歌		
6575	苛	果	平	歌	匣	開	1	全濁	胡			歌		
6576	蚵	果	平	歌	匣	開	1	全濁	胡			歌		
6577	魺	果	平	歌	匣	開	1	全濁	胡			歌		
6578	訶	果	平	歌	曉	開	1	次清	虎			何		
6579	呵	果	平	歌	曉	開	1	次清	虎			何		
6580	𩑸	果	平	歌	曉	開	1	次清	虎			何		
6581	㱒	果	平	歌	曉	開	1	次清	虎			何		
6582	抲	果	平	歌	曉	開	1	次清	虎			何		
6583	珂	果	平	歌	溪	開	1	次清	苦			何		
6584	𠳊	果	平	歌	溪	開	1	次清	苦			何		
6585	䯊	果	平	歌	溪	開	1	次清	苦			何		
6586	軻	果	平	歌	溪	開	1	次清	苦			何		
6587	阿	果	平	歌	影	開	1	全清	烏			何		
6588	娿	果	平	歌	影	開	1	全清	烏			何		
6589	痾	果	平	歌	影	開	1	全清	烏			何		
6590	妸	果	平	歌	影	開	1	全清	烏			何		
6591	妿	果	平	歌	影	開	1	全清	烏			何		
6592	䋪	果	平	歌	影	開	1	全清	烏			何		
6593	鈳	果	平	歌	影	開	1	全清	烏			何		
6594	戈	果	平	戈	見	合	1	全清	古			禾		
6595	過	果	平	戈	見	合	1	全清	古			禾		
6596	渦	果	平	戈	見	合	1	全清	古			禾		
6597	鍋	果	平	戈	見	合	1	全清	古			禾		
6598	𨍋	果	平	戈	見	合	1	全清	古			禾		
6599	楇	果	平	戈	見	合	1	全清	古			禾		
6600	瘑	果	平	戈	見	合	1	全清	古			禾		
6601	㽿	果	平	戈	見	合	1	全清	古			禾		
6602	𩰫	果	平	戈	見	合	1	全清	古			禾		
6603	𩰬	果	平	戈	見	合	1	全清	古			禾		
6604	㗻	果	平	戈	見	合	1	全清	古			禾		
6605	緺	果	平	戈	見	合	1	全清	古			禾		
6606	堝	果	平	戈	見	合	1	全清	古			禾		
6607	𩾷	果	平	戈	見	合	1	全清	古			禾		
6608	𧒖	果	平	戈	見	合	1	全清	古			禾		
6609	遳	果	平	戈	清	合	1	次清	七			戈		
6610	𨹄	果	平	戈	端	合	1	全清	丁			戈		
6611	桗	果	平	戈	端	合	1	全清	丁			戈		
6612	莎	果	平	戈	心	合	1	全清	蘇			禾		
6613	魦	果	平	戈	心	合	1	全清	蘇			禾		
6614	莏	果	平	戈	心	合	1	全清	蘇			禾		
6615	𢘿	果	平	戈	心	合	1	全清	蘇			禾		
6616	趖	果	平	戈	心	合	1	全清	蘇			禾		
6617	蓑	果	平	戈	心	合	1	全清	蘇			禾		
6618	唆	果	平	戈	心	合	1	全清	蘇			禾		
6619	𧨀	果	平	戈	心	合	1	全清	蘇			禾		
6620	髿	果	平	戈	心	合	1	全清	蘇			禾		
6621	梭	果	平	戈	心	合	1	全清	蘇			禾		
6622	𣜤	果	平	戈	心	合	1	全清	蘇			禾		
6623	㛗	果	平	戈	心	合	1	全清	蘇			禾		
6624	婆	果	平	戈	並	合	1	全濁	薄			波		
6625	媻	果	平	戈	並	合	1	全濁	薄			波		
6626	鄱	果	平	戈	並	合	1	全濁	薄			波		
6627	皤	果	平	戈	並	合	1	全濁	薄			波		
6628	𩕏	果	平	戈	並	合	1	全濁	薄			波		
6629	繁	果	平	戈	並	合	1	全濁	薄			波		
6630	搫	果	平	戈	並	合	1	全濁	薄			波		
6631	蔢	果	平	戈	並	合	1	全濁	薄			波		
6632	碆	果	平	戈	並	合	1	全濁	薄			波		
6633	㸰	果	平	戈	定	合	1	全濁	徒			和		
6634	碢	果	平	戈	定	合	1	全濁	徒			和		
6635	堶	果	平	戈	定	合	1	全濁	徒			和		
6636	摩	果	平	戈	明	合	1	次濁	莫			婆		
6637	𩞁	果	平	戈	明	合	1	次濁	莫			婆		
6638	𥂓	果	平	戈	明	合	1	次濁	莫			婆		
6639	𡡉	果	平	戈	明	合	1	次濁	莫			婆		
6640	魔	果	平	戈	明	合	1	次濁	莫			婆		
6641	䯢	果	平	戈	明	合	1	次濁	莫			婆		
6642	磨	果	平	戈	明	合	1	次濁	莫			婆		
6643	劘	果	平	戈	明	合	1	次濁	莫			婆		
6644	𦟟	果	平	戈	明	合	1	次濁	莫			婆		
6645	𦣆	果	平	戈	明	合	1	次濁	莫			婆		
6646	䭩	果	平	戈	明	合	1	次濁	莫			婆		
6647	矬	果	平	戈	從	合	1	全濁	昨			禾		
6648	痤	果	平	戈	從	合	1	全濁	昨			禾		
6649	銼	果	平	戈	從	合	1	全濁	昨			禾		
6650	㭫	果	平	戈	從	合	1	全濁	昨			禾		
6651	睉	果	平	戈	從	合	1	全濁	昨			禾		
6652	訛	果	平	戈	疑	合	1	次濁	五			禾		
6653	譌	果	平	戈	疑	合	1	次濁	五			禾		
6654	吪	果	平	戈	疑	合	1	次濁	五			禾		
6655	鈋	果	平	戈	疑	合	1	次濁	五			禾		
6656	囮	果	平	戈	疑	合	1	次濁	五			禾		
6657	魤	果	平	戈	疑	合	1	次濁	五			禾		
6658	厄	果	平	戈	疑	合	1	次濁	五			禾		
6659	詑	果	平	戈	透	合	1	次清	土			禾		
6660	𧦭	果	平	戈	透	合	1	次清	土			禾		
6661	涶	果	平	戈	透	合	1	次清	土			禾		
6662	䛢	果	平	戈	透	合	1	次清	土			禾		
6663	䜏	果	平	戈	透	合	1	次清	土			禾		
6664	𩼊	果	平	戈	來	合	1	次濁	落			戈		
6665	摞	果	平	戈	來	合	1	次濁	落			戈		
6666	騾	果	平	戈	來	合	1	次濁	落			戈		
6667	驘	果	平	戈	來	合	1	次濁	落			戈		
6668	𦿌	果	平	戈	來	合	1	次濁	落			戈		
6669	鸁	果	平	戈	來	合	1	次濁	落			戈		
6670	𣜄	果	平	戈	來	合	1	次濁	落			戈		
6671	螺	果	平	戈	來	合	1	次濁	落			戈		
6672	蠃	果	平	戈	來	合	1	次濁	落			戈		
6673	𥢵	果	平	戈	來	合	1	次濁	落			戈		
6674	𥡜	果	平	戈	來	合	1	次濁	落			戈		
6675	𧄿	果	平	戈	來	合	1	次濁	落			戈		
6676	𨰠	果	平	戈	來	合	1	次濁	落			戈		
6677	覼	果	平	戈	來	合	1	次濁	落			戈		
6678	腡	果	平	戈	來	合	1	次濁	落			戈		
6679	蠡	果	平	戈	來	合	1	次濁	落			戈		
6680	捼	果	平	戈	泥	合	1	次濁	奴			禾		
6681	䎠	果	平	戈	泥	合	1	次濁	奴			禾		
6682	波	果	平	戈	幫	合	1	全清	博			禾		
6683	皤	果	平	戈	幫	合	1	全清	博			禾		
6684	紴	果	平	戈	幫	合	1	全清	博			禾		
6685	嶓	果	平	戈	幫	合	1	全清	博			禾		
6686	番	果	平	戈	幫	合	1	全清	博			禾		
6687	碆	果	平	戈	幫	合	1	全清	博			禾		
6688	頗	果	平	戈	滂	合	1	次清	滂			禾		
6689	坡	果	平	戈	滂	合	1	次清	滂			禾		
6690	𨸭	果	平	戈	滂	合	1	次清	滂			禾		
